participant,word,onset,ep_type,has_ep,preceding_v,context,s_initial,gender,dominant_language,current_farsi_exposure,current_english_exposure,length_of_farsi_residence,farsi_speaking_proficiency,farsi_understanding_proficiency,farsi_reading_proficiency,age_of_english_acquisition,age_of_english_fluency,length_of_english_residence,english_speaking_proficiency,english_understanding_proficiency,english_reading_proficiency,PC1_acquisition_exposure,PC1_immersion,PC1_self_report,PC1_original,PC2_original
4,thread,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,thread,θr,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,three,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,three,θr,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,throttle,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,throttle,θr,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,trot,tr,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,tweaking,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,tweaking,tw,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,twin,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,twin,tw,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,twitches,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
4,twitches,tw,none,FALSE,FALSE,context,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8380333503165882,-1.2631957624674484,0.8229416753728236,-0.4603219963546123,1.2113081241064778
5,beautiful,bj,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,breeze,br,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,bring,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,brings,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,brother,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,bugle,bj,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,clean,kl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,creek,kr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,cute,kj,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,dreaming,dr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,drink,dr,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,dwarf,dw,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,dwayne,dw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,flickering,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,flock,fl,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,floor,fl,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,fly,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,flying,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,freaks,fr,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,gloves,gl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,grabs,gr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,ground,gr,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,place,pl,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,please,pl,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,plethora,pl,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,quacks,kw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,queen,kw,none,FALSE,TRUE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,quickly,kw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,scarlett,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,scoop,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,skeptical,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,skin,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,skip,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,sleep,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,slips,sl,none,FALSE,TRUE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,sloth,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,slouched,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,slow,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,slugs,sl,none,FALSE,TRUE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,smacked,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,small,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,small,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,smelling,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,smiles,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,smith,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,smog,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snag,sn,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snaps,sn,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snatch,sn,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,sniffs,sn,none,FALSE,TRUE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snips,sn,none,FALSE,TRUE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snoops,sn,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,snow,sn,none,FALSE,TRUE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,spark,sp,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,speed,sp,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,start,st,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,starts,st,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,starts,st,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,steps,st,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,stop,st,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,swats,sw,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,sweeping,sw,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,sweeps,sw,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,swim,sw,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,swoon,sw,none,FALSE,FALSE,passage,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,thrashing,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,thread,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,three,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,throttle,θr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,trot,tr,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,tweaking,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,twin,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
5,twitches,tw,none,FALSE,FALSE,passage,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42318763393833314,0.7202281746146236,-0.292340775320358,-0.29578984441210243,-2.5695568337301706
6,beautiful,bj,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,breeze,br,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,bring,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,brings,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,brother,br,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,clean,kl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,creek,kr,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,cute,kj,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,dreaming,dr,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,drink,dr,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,dwarf,dw,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,dwayne,dw,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,flickering,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,flock,fl,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,floor,fl,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,fly,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,flying,fl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,freaks,fr,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,gloves,gl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,grabs,gr,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,ground,gr,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,place,pl,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,please,pl,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,plethora,pl,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,quacks,kw,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,queen,kw,none,FALSE,TRUE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,quickly,kw,none,FALSE,FALSE,passage,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,scarlett,sk,"pre-
epenthesis",TRUE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,scoop,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,skeptical,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,skin,sk,"pre-
epenthesis",TRUE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,skip,sk,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,sleep,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,slips,sl,none,FALSE,TRUE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,sloth,sl,"pre-
epenthesis",TRUE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,slouched,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,slow,sl,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,slugs,sl,none,FALSE,TRUE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,smacked,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,small,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,small,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,smelling,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
6,smiles,sm,none,FALSE,FALSE,passage,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.144084626282103,1.2579396563956544,1.01521176216462,1.7833582625289355,-1.5348241884760396
