participant,word,onset,ep_type,has_ep,preceding_v,context,nap_sonority,sonority_delta,s_initial,gender,dominant_language,current_farsi_exposure,current_english_exposure,length_of_farsi_residence,farsi_speaking_proficiency,farsi_understanding_proficiency,farsi_reading_proficiency,age_of_english_acquisition,age_of_english_fluency,length_of_english_residence,english_speaking_proficiency,english_understanding_proficiency,english_reading_proficiency,PC1_acquisition_exposure,PC1_immersion,PC1_self_report,PC1_original,PC2_original
4,scarlett,sk,prothesis,TRUE,FALSE,context,3,-1,TRUE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,creek,kr,none,FALSE,FALSE,context,5,3,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,plethora,pl,none,FALSE,FALSE,context,5,3,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,snow,sn,none,FALSE,FALSE,context,5,1,TRUE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,smelling,sm,none,FALSE,FALSE,context,5,1,TRUE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,brother,br,none,FALSE,FALSE,context,3,3,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,freaks,fr,none,FALSE,FALSE,context,5,2,FALSE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
4,start,st,none,FALSE,FALSE,context,3,-1,TRUE,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.8370608398950267,-1.2620832575206211,0.8171857475995237,-0.4632747859294353,1.201312559473903
5,trot,tr,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snaps,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,dwayne,dw,none,FALSE,FALSE,passage,4,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,cute,kj,none,FALSE,TRUE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,swats,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,gloves,gl,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,smith,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,starts,st,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,steps,st,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,slugs,sl,none,FALSE,TRUE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,quacks,kw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,skip,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,flying,fl,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,drink,dr,none,FALSE,TRUE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,grabs,gr,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,smog,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,beautiful,bj,none,FALSE,FALSE,passage,4,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,dwarf,dw,none,FALSE,TRUE,passage,4,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,quickly,kw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snoops,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,bring,br,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,start,st,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,flickering,fl,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,spark,sp,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,small,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,scoop,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,skin,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snag,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,thread,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,sweeps,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,please,pl,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,floor,fl,none,FALSE,TRUE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,thrashing,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,speed,sp,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,smiles,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,swoon,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,slouched,sl,none,FALSE,FALSE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,swim,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,dreaming,dr,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,twin,tw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,bugle,bj,none,FALSE,FALSE,passage,4,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,clean,kl,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snips,sn,none,FALSE,TRUE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,ground,gr,none,FALSE,TRUE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,slips,sl,none,FALSE,TRUE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,place,pl,none,FALSE,TRUE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,tweaking,tw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,sweeping,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,sloth,sl,none,FALSE,FALSE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,sniffs,sn,none,FALSE,TRUE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,flock,fl,none,FALSE,TRUE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snatch,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,small,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,slow,sl,none,FALSE,FALSE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,stop,st,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,smacked,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,skeptical,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,fly,fl,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,breeze,br,none,FALSE,TRUE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,queen,kw,none,FALSE,TRUE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,twitches,tw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,throttle,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,brings,br,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,three,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,sleep,sl,none,FALSE,FALSE,passage,5,2,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,scarlett,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,creek,kr,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,plethora,pl,none,FALSE,TRUE,passage,5,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,snow,sn,none,FALSE,TRUE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,smelling,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,brother,br,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,freaks,fr,none,FALSE,TRUE,passage,5,2,FALSE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
5,start,st,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.42362948262903977,0.7228989808739124,-0.29092387639330153,-0.2942607973142346,-2.5668219885649046
6,trot,tr,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,snaps,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,cute,kj,none,FALSE,TRUE,passage,6,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,swats,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,gloves,gl,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,starts,st,prothesis,TRUE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,steps,st,prothesis,TRUE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,slugs,sl,none,FALSE,TRUE,passage,5,2,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,skip,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,flying,fl,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,drink,dr,none,FALSE,TRUE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,grabs,gr,anaptyxis,TRUE,FALSE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,smog,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,beautiful,bj,none,FALSE,FALSE,passage,4,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,dwarf,dw,none,FALSE,TRUE,passage,4,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,quickly,kw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,snoops,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,bring,br,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,start,st,prothesis,TRUE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,flickering,fl,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,spark,sp,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,small,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,scoop,sk,none,FALSE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,skin,sk,prothesis,TRUE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,snag,sn,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,thread,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,sweeps,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,please,pl,anaptyxis,TRUE,FALSE,passage,5,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,floor,fl,none,FALSE,TRUE,passage,5,2,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,thrashing,θr,none,FALSE,FALSE,passage,5,2,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,speed,sp,prothesis,TRUE,FALSE,passage,3,-1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,smiles,sm,none,FALSE,FALSE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,swoon,sw,none,FALSE,FALSE,passage,6,3,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,slouched,sl,prothesis,TRUE,FALSE,passage,5,2,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,swim,sw,prothesis,TRUE,FALSE,passage,6,3,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,dreaming,dr,none,FALSE,FALSE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,twin,tw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,clean,kl,none,FALSE,FALSE,passage,5,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,snips,sn,none,FALSE,TRUE,passage,5,1,TRUE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,ground,gr,none,FALSE,TRUE,passage,3,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,place,pl,anaptyxis,TRUE,TRUE,passage,5,3,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
6,tweaking,tw,none,FALSE,FALSE,passage,6,4,FALSE,Male,farsi,65,25,27,10,10,10,27,36,11,7,7,7,1.1397331904339834,1.2596485420693797,1.0130422870615032,1.7796144740086415,-1.5352589326748918
