participant,word,onset,ep_type,has_ep,preceding_v,context,nap_sonority,sonority_delta,gender,dominant_language,current_farsi_exposure,current_english_exposure,length_of_farsi_residence,farsi_speaking_proficiency,farsi_understanding_proficiency,farsi_reading_proficiency,age_of_english_acquisition,age_of_english_fluency,length_of_english_residence,english_speaking_proficiency,english_understanding_proficiency,english_reading_proficiency,PC1,PC2,onset_bigram,bi_prob_smoothed
4,twin,tw,none,FALSE,FALSE,passage,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,bugle,bj,none,FALSE,FALSE,passage,4,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B Y,-7.655533994451474
4,clean,kl,none,FALSE,FALSE,passage,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K L,-4.836066891269524
4,snips,sn,none,FALSE,TRUE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,ground,gr,none,FALSE,TRUE,passage,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,G R,-4.587983375978652
4,slips,sl,none,FALSE,TRUE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,place,pl,none,FALSE,TRUE,passage,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,P L,-4.914898942249727
4,tweaking,tw,none,FALSE,FALSE,passage,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,sweeping,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,sloth,sl,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,sniffs,sn,none,FALSE,TRUE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,flock,fl,none,FALSE,TRUE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,snatch,sn,none,FALSE,FALSE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,small,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,slow,sl,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,stop,st,none,FALSE,FALSE,passage,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,smacked,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,skeptical,sk,prothesis,TRUE,FALSE,passage,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,fly,fl,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,breeze,br,none,FALSE,TRUE,passage,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,queen,kw,none,FALSE,TRUE,passage,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K W,-4.900273258363708
4,twitches,tw,none,FALSE,FALSE,passage,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,throttle,θr,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,brings,br,none,FALSE,FALSE,passage,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,three,θr,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,sleep,sl,none,FALSE,FALSE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,scarlett,sk,none,FALSE,FALSE,passage,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,creek,kr,none,FALSE,FALSE,passage,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K R,-4.314465239937014
4,plethora,pl,anaptyxis,TRUE,TRUE,passage,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,P L,-4.914898942249727
4,snow,sn,none,FALSE,TRUE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,smelling,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,brother,br,none,FALSE,FALSE,passage,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,freaks,fr,none,FALSE,TRUE,passage,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F R,-4.842469955048096
4,start,st,none,FALSE,FALSE,passage,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,trot,tr,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T R,-4.174091143879986
4,snaps,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,dwayne,dw,none,FALSE,FALSE,context,4,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,D W,-7.501242230995325
4,cute,kj,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K Y,-6.9528628073583745
4,swats,sw,none,FALSE,FALSE,context,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,gloves,gl,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,G L,-5.515533019295139
4,smith,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,starts,st,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,steps,st,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,slugs,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,quacks,kw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K W,-4.900273258363708
4,skip,sk,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,flying,fl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,drink,dr,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,D R,-5.022968145018844
4,grabs,gr,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,G R,-4.587983375978652
4,smog,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,beautiful,bj,none,FALSE,FALSE,context,4,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B Y,-7.655533994451474
4,dwarf,dw,none,FALSE,FALSE,context,4,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,D W,-7.501242230995325
4,quickly,kw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K W,-4.900273258363708
4,snoops,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,bring,br,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,start,st,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,flickering,fl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,spark,sp,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S P,-4.898904003978995
4,small,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,scoop,sk,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,skin,sk,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,snag,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,thread,θr,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,sweeps,sw,none,FALSE,FALSE,context,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,please,pl,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,P L,-4.914898942249727
4,floor,fl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,thrashing,θr,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,speed,sp,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S P,-4.898904003978995
4,smiles,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,swoon,sw,none,FALSE,FALSE,context,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,slouched,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,swim,sw,none,FALSE,FALSE,context,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,dreaming,dr,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,D R,-5.022968145018844
4,twin,tw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,clean,kl,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K L,-4.836066891269524
4,snips,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,ground,gr,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,G R,-4.587983375978652
4,slips,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,place,pl,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,P L,-4.914898942249727
4,tweaking,tw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,sweeping,sw,none,FALSE,FALSE,context,6,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S W,-5.3518117100599705
4,sloth,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,sniffs,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,flock,fl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,snatch,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,small,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,slow,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,stop,st,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
4,smacked,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,skeptical,sk,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,fly,fl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F L,-4.7156268300213995
4,breeze,br,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,queen,kw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K W,-4.900273258363708
4,twitches,tw,none,FALSE,FALSE,context,6,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,T W,-6.71044976457928
4,throttle,θr,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,brings,br,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,three,θr,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,TH R,-6.151565902523183
4,sleep,sl,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S L,-5.015945325237484
4,scarlett,sk,prothesis,TRUE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S K,-4.588769672309811
4,creek,kr,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,K R,-4.314465239937014
4,plethora,pl,none,FALSE,FALSE,context,5,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,P L,-4.914898942249727
4,snow,sn,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S N,-5.702531277356194
4,smelling,sm,none,FALSE,FALSE,context,5,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S M,-5.980379245577114
4,brother,br,none,FALSE,FALSE,context,3,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,B R,-4.613752485125774
4,freaks,fr,none,FALSE,FALSE,context,5,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,F R,-4.842469955048096
4,start,st,none,FALSE,FALSE,context,3,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-0.4632747859294358,1.2013125594738985,S T,-4.197825218612371
5,trot,tr,none,FALSE,FALSE,passage,5,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,T R,-4.174091143879986
5,snaps,sn,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S N,-5.702531277356194
5,dwayne,dw,none,FALSE,FALSE,passage,4,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,D W,-7.501242230995325
5,cute,kj,none,FALSE,TRUE,passage,6,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,K Y,-6.9528628073583745
5,swats,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S W,-5.3518117100599705
5,gloves,gl,none,FALSE,FALSE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,G L,-5.515533019295139
5,smith,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S M,-5.980379245577114
5,starts,st,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S T,-4.197825218612371
5,steps,st,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S T,-4.197825218612371
5,slugs,sl,none,FALSE,TRUE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S L,-5.015945325237484
5,quacks,kw,none,FALSE,FALSE,passage,6,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,K W,-4.900273258363708
5,skip,sk,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S K,-4.588769672309811
5,flying,fl,none,FALSE,FALSE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,F L,-4.7156268300213995
5,drink,dr,none,FALSE,TRUE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,D R,-5.022968145018844
5,grabs,gr,none,FALSE,FALSE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,G R,-4.587983375978652
5,smog,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S M,-5.980379245577114
5,beautiful,bj,none,FALSE,FALSE,passage,4,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,B Y,-7.655533994451474
5,dwarf,dw,none,FALSE,TRUE,passage,4,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,D W,-7.501242230995325
5,quickly,kw,none,FALSE,FALSE,passage,6,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,K W,-4.900273258363708
5,snoops,sn,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S N,-5.702531277356194
5,bring,br,none,FALSE,FALSE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,B R,-4.613752485125774
5,start,st,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S T,-4.197825218612371
5,flickering,fl,none,FALSE,FALSE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,F L,-4.7156268300213995
5,spark,sp,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S P,-4.898904003978995
5,small,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S M,-5.980379245577114
5,scoop,sk,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S K,-4.588769672309811
5,skin,sk,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S K,-4.588769672309811
5,snag,sn,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S N,-5.702531277356194
5,thread,θr,none,FALSE,FALSE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,TH R,-6.151565902523183
5,sweeps,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S W,-5.3518117100599705
5,please,pl,none,FALSE,FALSE,passage,5,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,P L,-4.914898942249727
5,floor,fl,none,FALSE,TRUE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,F L,-4.7156268300213995
5,thrashing,θr,none,FALSE,FALSE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,TH R,-6.151565902523183
5,speed,sp,none,FALSE,FALSE,passage,3,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S P,-4.898904003978995
5,smiles,sm,none,FALSE,FALSE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S M,-5.980379245577114
5,swoon,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S W,-5.3518117100599705
5,slouched,sl,none,FALSE,FALSE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S L,-5.015945325237484
5,swim,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S W,-5.3518117100599705
5,dreaming,dr,none,FALSE,FALSE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,D R,-5.022968145018844
5,twin,tw,none,FALSE,FALSE,passage,6,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,T W,-6.71044976457928
5,bugle,bj,none,FALSE,FALSE,passage,4,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,B Y,-7.655533994451474
5,clean,kl,none,FALSE,FALSE,passage,5,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,K L,-4.836066891269524
5,snips,sn,none,FALSE,TRUE,passage,5,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S N,-5.702531277356194
5,ground,gr,none,FALSE,TRUE,passage,3,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,G R,-4.587983375978652
5,slips,sl,none,FALSE,TRUE,passage,5,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S L,-5.015945325237484
5,place,pl,none,FALSE,TRUE,passage,5,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,P L,-4.914898942249727
5,tweaking,tw,none,FALSE,FALSE,passage,6,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,T W,-6.71044976457928
5,sweeping,sw,none,FALSE,FALSE,passage,6,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-0.29426079731423377,-2.566821988564903,S W,-5.3518117100599705
