participant,word,onset,ep_type,has_ep,preceding_v,context,sonority_delta,gender,dominant_language,current_farsi_exposure,current_english_exposure,length_of_farsi_residence,farsi_speaking_proficiency,farsi_understanding_proficiency,farsi_reading_proficiency,age_of_english_acquisition,age_of_english_fluency,length_of_english_residence,english_speaking_proficiency,english_understanding_proficiency,english_reading_proficiency,PC1,PC2
4,sweeps,sw,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,please,pl,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,floor,fl,none,FALSE,TRUE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,thrashing,θr,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,speed,sp,none,FALSE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smiles,sm,none,FALSE,FALSE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,swoon,sw,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slouched,sl,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,swim,sw,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,dreaming,dr,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,twin,tw,none,FALSE,FALSE,passage,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,bugle,bj,none,FALSE,FALSE,passage,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,clean,kl,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snips,sn,none,FALSE,TRUE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,ground,gr,none,FALSE,TRUE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slips,sl,none,FALSE,TRUE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,place,pl,none,FALSE,TRUE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,tweaking,tw,none,FALSE,FALSE,passage,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sweeping,sw,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sloth,sl,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,spreading,sp,none,FALSE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sniffs,sn,none,FALSE,TRUE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,flock,fl,none,FALSE,TRUE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snatch,sn,none,FALSE,FALSE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,small,sm,none,FALSE,FALSE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slow,sl,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,stop,st,none,FALSE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smacked,sm,none,FALSE,FALSE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,skeptical,sk,prothesis,TRUE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,fly,fl,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,breeze,br,none,FALSE,TRUE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,queen,kw,none,FALSE,TRUE,passage,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,twitches,tw,none,FALSE,FALSE,passage,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,throttle,θr,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,brings,br,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,three,θr,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sleep,sl,none,FALSE,FALSE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,scarlett,sk,none,FALSE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,creek,kr,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,plethora,pl,anaptyxis,TRUE,TRUE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snow,sn,none,FALSE,TRUE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smelling,sm,none,FALSE,FALSE,passage,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,brother,br,none,FALSE,FALSE,passage,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,freaks,fr,none,FALSE,TRUE,passage,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,start,st,none,FALSE,FALSE,passage,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,trot,tr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snaps,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,dwane,dw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,cute,kj,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,swats,sw,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,gloves,gl,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smith,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,starts,st,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,steps,st,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slugs,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,quacks,kw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,skip,sk,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,flying,fl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,drink,dr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,grabs,gr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smog,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,beautiful,bj,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,dwarf,dw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,quickly,kw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snoops,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,bring,br,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,start,st,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,flickering,fl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,spark,sp,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,small,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,scoop,sk,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,skin,sk,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snag,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,thread,θr,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sweeps,sw,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,please,pl,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,floor,fl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,thrashing,θr,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,speed,sp,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smiles,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,swoon,sw,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slouched,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,swim,sw,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,dreaming,dr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,twin,tw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,clean,kl,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snips,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,ground,gr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slips,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,place,pl,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,tweaking,tw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sweeping,sw,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sloth,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,spreading,sp,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sniffs,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,flock,fl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snatch,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,small,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,slow,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,stop,st,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smacked,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,skeptical,sk,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,fly,fl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,breeze,br,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,queen,kw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,twitches,tw,none,FALSE,FALSE,context,4,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,throttle,θr,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,brings,br,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,three,θr,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,sleep,sl,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,scarlett,sk,prothesis,TRUE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,creek,kr,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,plethora,pl,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,snow,sn,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,smelling,sm,none,FALSE,FALSE,context,1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,brother,br,none,FALSE,FALSE,context,3,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,freaks,fr,none,FALSE,FALSE,context,2,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
4,start,st,none,FALSE,FALSE,context,-1,Male,farsi,50,50,9,9,9,5,10,16,46,4,6,4,-22.08269988327737,10.447163407780318
5,trot,tr,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,snaps,sn,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,dwane,dw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,cute,kj,none,FALSE,TRUE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,swats,sw,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,gloves,gl,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,smith,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,starts,st,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,steps,st,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,slugs,sl,none,FALSE,TRUE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,quacks,kw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,skip,sk,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,flying,fl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,drink,dr,none,FALSE,TRUE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,grabs,gr,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,smog,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,beautiful,bj,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,dwarf,dw,none,FALSE,TRUE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,quickly,kw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,snoops,sn,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,bring,br,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,start,st,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,flickering,fl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,spark,sp,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,small,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,scoop,sk,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,skin,sk,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,snag,sn,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,thread,θr,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,sweeps,sw,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,please,pl,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,floor,fl,none,FALSE,TRUE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,thrashing,θr,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,speed,sp,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,smiles,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,swoon,sw,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,slouched,sl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,swim,sw,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,dreaming,dr,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,twin,tw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,bugle,bj,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,clean,kl,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,snips,sn,none,FALSE,TRUE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,ground,gr,none,FALSE,TRUE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,slips,sl,none,FALSE,TRUE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,place,pl,none,FALSE,TRUE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,tweaking,tw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,sweeping,sw,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,sloth,sl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,spreading,sp,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,sniffs,sn,none,FALSE,TRUE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,flock,fl,none,FALSE,TRUE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,snatch,sn,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,small,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,slow,sl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,stop,st,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,smacked,sm,none,FALSE,FALSE,passage,1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,skeptical,sk,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,fly,fl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,breeze,br,none,FALSE,TRUE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,queen,kw,none,FALSE,TRUE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,twitches,tw,none,FALSE,FALSE,passage,4,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,throttle,θr,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,brings,br,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,three,θr,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,sleep,sl,none,FALSE,FALSE,passage,2,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,scarlett,sk,none,FALSE,FALSE,passage,-1,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,creek,kr,none,FALSE,FALSE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
5,plethora,pl,none,FALSE,TRUE,passage,3,Male,farsi,40,50,19,10,10,10,18,30,15,10,10,9,-9.203948208522274,-12.631189481395209
